orderNumber,customerNumber,customer,company,custCountry,productCode,productName,category,orderQuantity,orderDate,totalSales,totalProfit,salesRep,salesCountry
10142,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S50_1514,1962 City of Detroit Streetcar,Trains,42,2003-08-08,2362.08,787.50,Leslie Jennings,USA
10142,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S700_1138,The Schooner Bluenose,Ships,41,2003-08-08,2268.94,874.94,Leslie Jennings,USA
10142,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S700_1938,The Mayflower,Ships,43,2003-08-08,3314.44,1452.54,Leslie Jennings,USA
10142,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S700_3505,The Titanic,Ships,21,2003-08-08,1935.36,862.47,Leslie Jennings,USA
10142,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S700_3962,The Queen Mary,Ships,38,2003-08-08,3472.06,1434.12,Leslie Jennings,USA
10142,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S72_3212,Pont Yacht,Ships,39,2003-08-08,1831.44,532.74,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S10_1949,1952 Alpine Renault 1300,Classic Cars,37,2003-07-24,6898.28,3250.82,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S10_4962,1962 LanciaA Delta 16V,Classic Cars,26,2003-07-24,3418.74,729.82,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S12_1666,1958 Setra Bus,Trucks and Buses,38,2003-07-24,4518.20,1558.00,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,32,2003-07-24,3061.44,1194.88,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S18_2432,1926 Ford Fire Engine,Trucks and Buses,46,2003-07-24,2348.30,1201.98,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S18_4600,1940s Ford truck,Trucks and Buses,40,2003-07-24,4020.00,629.60,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S18_4668,1939 Cadillac Limousine,Vintage Cars,29,2003-07-24,1167.25,496.19,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,47,2003-07-24,5585.48,2702.50,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,26,2003-07-24,2278.64,876.46,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,28,2003-07-24,1737.40,796.32,Leslie Jennings,USA
10140,161,Juri Hashimoto,Technics Stores Inc.,USA,S700_2824,1982 Camaro Z28,Classic Cars,36,2003-07-24,3641.40,1966.32,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S12_1099,1968 Ford Mustang,Classic Cars,42,2003-07-02,7273.14,3268.86,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S12_3380,1968 Dodge Charger,Classic Cars,48,2003-07-02,5298.72,1691.04,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S12_3990,1970 Plymouth Hemi Cuda,Classic Cars,24,2003-07-02,1742.88,976.80,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S12_4675,1969 Dodge Charger,Classic Cars,29,2003-07-02,3005.56,1302.39,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,48,2003-07-02,3215.52,628.32,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S18_3278,1969 Dodge Super Bee,Classic Cars,45,2003-07-02,2967.30,760.05,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S18_3482,1976 Ford Gran Torino,Classic Cars,42,2003-07-02,5864.88,2778.30,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S18_3782,1957 Vespa GS150,Motorcycles,45,2003-07-02,2238.30,755.55,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S18_4721,1957 Corvette Convertible,Classic Cars,31,2003-07-02,4151.52,1983.69,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S24_2360,1982 Ducati 900 Monster,Motorcycles,29,2003-07-02,1948.22,582.32,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S24_2972,1982 Lamborghini Diablo,Classic Cars,20,2003-07-02,687.20,362.40,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S24_3371,1971 Alpine Renault 1600s,Classic Cars,27,2003-07-02,1405.35,363.69,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S24_3856,1956 Porsche 356A Coupe,Classic Cars,47,2003-07-02,6534.41,1914.31,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S24_4620,1961 Chevrolet Impala,Classic Cars,23,2003-07-02,1766.40,1022.81,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S32_2206,1982 Ducati 996 R,Motorcycles,33,2003-07-02,1274.46,477.84,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,30,2003-07-02,2755.50,1071.60,Leslie Jennings,USA
10135,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S50_4713,2002 Yamaha YZR M1,Motorcycles,44,2003-07-02,3472.48,1969.00,Leslie Jennings,USA
10124,112,Jean King,Signal Gift Stores,USA,S18_1749,1917 Grand Touring Sedan,Vintage Cars,21,2003-05-21,3213.00,1392.30,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S18_2248,1911 Ford Town Car,Vintage Cars,42,2003-05-21,2441.04,1042.44,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,42,2003-05-21,4698.54,2242.38,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S18_4409,1932 Alfa Romeo 8C2300 Spider Sport,Vintage Cars,36,2003-05-21,2716.56,1159.20,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S18_4933,1957 Ford Thunderbird,Classic Cars,23,2003-05-21,1524.44,737.61,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,22,2003-05-21,1374.34,291.06,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,45,2003-05-21,1373.85,358.20,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,22,2003-05-21,798.38,344.96,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_2766,1949 Jaguar XK 120,Classic Cars,32,2003-05-21,2384.32,872.32,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_2887,1952 Citroen-15CV,Classic Cars,25,2003-05-21,2348.75,528.25,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,49,2003-05-21,3733.31,1258.32,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_3432,2002 Chevy Corvette,Classic Cars,43,2003-05-21,4374.39,1703.66,Leslie Thompson,USA
10124,112,Jean King,Signal Gift Stores,USA,S24_3969,1936 Mercedes Benz 500k Roadster,Vintage Cars,46,2003-05-21,1661.06,660.56,Leslie Thompson,USA
10113,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S12_1666,1958 Setra Bus,Trucks and Buses,21,2003-03-26,2554.44,918.54,Leslie Jennings,USA
10113,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,49,2003-03-26,4973.50,2115.33,Leslie Jennings,USA
10113,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S18_4668,1939 Cadillac Limousine,Vintage Cars,50,2003-03-26,2163.50,1006.50,Leslie Jennings,USA
10113,124,Susan Nelson,Mini Gifts Distributors Ltd.,USA,S32_3522,1996 Peterbilt 379 Stake Bed with Outrigger,Trucks and Buses,23,2003-03-26,1352.86,579.83,Leslie Jennings,USA
10111,129,Julie Murphy,Mini Wheels Co.,USA,S18_1342,1937 Lincoln Berline,Vintage Cars,33,2003-03-25,2881.89,881.43,Leslie Jennings,USA
10111,129,Julie Murphy,Mini Wheels Co.,USA,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,48,2003-03-25,2328.96,1164.48,Leslie Jennings,USA
10111,129,Julie Murphy,Mini Wheels Co.,USA,S18_2957,1934 Ford V8 Coupe,Vintage Cars,28,2003-03-25,1486.52,524.72,Leslie Jennings,USA
10111,129,Julie Murphy,Mini Wheels Co.,USA,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,43,2003-03-25,4052.75,1440.93,Leslie Jennings,USA
10111,129,Julie Murphy,Mini Wheels Co.,USA,S18_3320,1917 Maxwell Touring Car,Vintage Cars,39,2003-03-25,3559.53,1315.47,Leslie Jennings,USA
10111,129,Julie Murphy,Mini Wheels Co.,USA,S24_4258,1936 Chrysler Airflow,Vintage Cars,26,2003-03-25,2228.20,734.24,Leslie Jennings,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,42,2005-03-03,3376.38,1326.36,Steve Patterson,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,50,2005-03-03,5947.00,2497.50,Steve Patterson,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,21,2005-03-03,3294.06,1382.64,Steve Patterson,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S12_2823,2002 Suzuki XREO,Motorcycles,44,2005-03-03,5500.44,2584.56,Steve Patterson,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S32_4289,1928 Ford Phaeton Deluxe,Vintage Cars,35,2005-03-03,2046.45,890.75,Steve Patterson,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S50_1341,1930 Buick Marquette Phaeton,Vintage Cars,27,2005-03-03,1107.54,376.92,Steve Patterson,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S700_1691,American Airlines: B767-300,Planes,46,2005-03-03,3445.40,1092.50,Steve Patterson,USA
10388,462,Violeta Benitez,FunGiftIdeas.com,USA,S700_2834,ATA: B757-300,Planes,50,2005-03-03,5576.50,2610.00,Steve Patterson,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S10_1949,1952 Alpine Renault 1300,Classic Cars,41,2005-01-20,7995.41,3953.63,Julie Firrelli,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S18_1342,1937 Lincoln Berline,Vintage Cars,44,2005-01-20,3932.72,1265.44,Julie Firrelli,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,32,2005-01-20,1483.52,707.20,Julie Firrelli,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S18_2949,1913 Ford Model T Speedster,Vintage Cars,42,2005-01-20,4212.60,1659.84,Julie Firrelli,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S18_2957,1934 Ford V8 Coupe,Vintage Cars,28,2005-01-20,1451.52,489.72,Julie Firrelli,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,21,2005-01-20,1891.26,615.72,Julie Firrelli,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S18_3320,1917 Maxwell Touring Car,Vintage Cars,45,2005-01-20,3616.20,1026.90,Julie Firrelli,USA
10369,379,Allen Nelson,Collectables For Less Inc.,USA,S24_4258,1936 Chrysler Airflow,Vintage Cars,40,2005-01-20,3739.60,1441.20,Julie Firrelli,USA
10365,320,Wing Huang,Mini Creations Ltd.,USA,S18_1129,1993 Mazda RX-7,Classic Cars,30,2005-01-07,3481.80,976.50,Julie Firrelli,USA
10365,320,Wing Huang,Mini Creations Ltd.,USA,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,22,2005-01-07,1818.52,583.66,Julie Firrelli,USA
10365,320,Wing Huang,Mini Creations Ltd.,USA,S50_4713,2002 Yamaha YZR M1,Motorcycles,44,2005-01-07,3006.96,1503.48,Julie Firrelli,USA
10352,198,Leslie Taylor,Auto-Moto Classics Inc.,USA,S700_2047,HMS Bounty,Ships,23,2004-12-03,1727.99,811.90,Steve Patterson,USA
10352,198,Leslie Taylor,Auto-Moto Classics Inc.,USA,S700_2466,America West Airlines B757-200,Planes,49,2004-12-03,4299.75,928.55,Steve Patterson,USA
10352,198,Leslie Taylor,Auto-Moto Classics Inc.,USA,S700_4002,American Airlines: MD-11S,Planes,22,2004-12-03,1368.18,570.24,Steve Patterson,USA
10352,198,Leslie Taylor,Auto-Moto Classics Inc.,USA,S72_1253,Boeing X-32A JSF,Planes,49,2004-12-03,2262.82,657.09,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S10_1949,1952 Alpine Renault 1300,Classic Cars,40,2004-11-04,7200.40,3257.20,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S10_4962,1962 LanciaA Delta 16V,Classic Cars,46,2004-11-04,6524.18,1766.86,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S12_1666,1958 Setra Bus,Trucks and Buses,27,2004-11-04,3690.09,1586.79,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_1097,1940 Ford Pickup Truck,Trucks and Buses,22,2004-11-04,2233.00,949.74,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_1342,1937 Lincoln Berline,Vintage Cars,43,2004-11-04,3976.21,1369.55,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_1367,1936 Mercedes-Benz 500K Special Roadster,Vintage Cars,41,2004-11-04,1812.61,817.95,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_2325,1932 Model A Ford J-Coupe,Vintage Cars,50,2004-11-04,6038.50,3114.50,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_2432,1926 Ford Fire Engine,Trucks and Buses,35,2004-11-04,1999.20,1127.00,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_2795,1928 Mercedes-Benz SSK,Vintage Cars,36,2004-11-04,5710.68,3098.52,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_2949,1913 Ford Model T Speedster,Vintage Cars,33,2004-11-04,3309.90,1304.16,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_2957,1934 Ford V8 Coupe,Vintage Cars,41,2004-11-04,2227.94,819.59,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S18_3136,18th Century Vintage Horse Carriage,Vintage Cars,48,2004-11-04,4322.88,1407.36,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S24_1937,1939 Chevrolet Deluxe Coupe,Vintage Cars,20,2004-11-04,531.00,79.60,Steve Patterson,USA
10322,363,Dorothy Young,Online Diecast Creations Co.,USA,S24_2022,1938 Cadillac V-16 Presidential Limousine,Vintage Cars,30,2004-11-04,1223.10,604.80,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S12_4675,1969 Dodge Charger,Classic Cars,24,2004-11-04,2542.80,1133.28,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S18_1129,1993 Mazda RX-7,Classic Cars,41,2004-11-04,5048.74,1624.83,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S18_1589,1965 Aston Martin DB5,Classic Cars,44,2004-11-04,5311.24,2409.00,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S18_1889,1948 Porsche 356-A Roadster,Classic Cars,37,2004-11-04,2735.04,740.74,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S18_1984,1995 Honda Civic,Classic Cars,25,2004-11-04,3556.25,1209.00,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S18_2870,1999 Indy 500 Monte Carlo SS,Classic Cars,27,2004-11-04,3421.44,1888.92,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,33,2004-11-04,5420.58,2849.88,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S18_3685,1948 Porsche Type 356 Roadster,Classic Cars,28,2004-11-04,3876.60,2136.12,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S24_1046,1970 Chevy Chevelle SS 454,Classic Cars,30,2004-11-04,2050.50,573.30,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S24_1628,1966 Shelby Cobra 427 S/C,Classic Cars,48,2004-11-04,2052.48,651.84,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S24_2766,1949 Jaguar XK 120,Classic Cars,30,2004-11-04,2235.30,817.80,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S24_2972,1982 Lamborghini Diablo,Classic Cars,37,2004-11-04,1173.64,572.76,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S24_3191,1969 Chevrolet Camaro Z28,Classic Cars,39,2004-11-04,3171.87,1201.98,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S24_3432,2002 Chevy Corvette,Classic Cars,21,2004-11-04,2181.27,876.96,Steve Patterson,USA
10321,462,Violeta Benitez,FunGiftIdeas.com,USA,S24_3856,1956 Porsche 356A Coupe,Classic Cars,26,2004-11-04,3578.12,1022.32,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,46,2004-11-02,3874.12,1628.86,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,45,2004-11-02,4603.05,1498.50,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,37,2004-11-02,7022.23,3654.49,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S18_2581,P-51-D Mustang,Planes,31,2004-11-02,2540.45,1021.45,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,42,2004-11-02,2086.14,1068.48,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S24_1578,1997 BMW R 1100 S,Motorcycles,48,2004-11-02,4489.92,1568.64,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,26,2004-11-02,1584.44,614.12,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S32_1374,1997 BMW F650 ST,Motorcycles,47,2004-11-02,3849.77,704.53,Steve Patterson,USA
10318,157,Kelvin Leong,Diecast Classics Inc.,USA,S700_2834,ATA: B757-300,Planes,50,2004-11-02,5102.00,2135.50,Steve Patterson,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S10_4757,1972 Alfa Romeo GTA,Classic Cars,22,2004-10-14,2603.04,718.08,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S18_1662,1980s Black Hawk Helicopter,Planes,39,2004-10-14,5288.79,2275.26,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S18_3029,1999 Yamaha Speed Boat,Ships,31,2004-10-14,2213.40,613.49,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S18_3856,1941 Chevrolet Special Deluxe Cabriolet,Vintage Cars,48,2004-10-14,4421.28,1321.44,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S24_2841,1900s Vintage Bi-Plane,Planes,25,2004-10-14,1455.75,599.50,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S24_3420,1937 Horch 930V Limousine,Vintage Cars,22,2004-10-14,1417.68,839.08,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S24_3816,1940 Ford Delivery Sedan,Vintage Cars,22,2004-10-14,1660.34,590.26,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S700_2047,HMS Bounty,Ships,34,2004-10-14,2769.98,1415.76,Julie Firrelli,USA
10307,339,Francisca Cervantes,"Classic Gift Ideas, Inc",USA,S72_1253,Boeing X-32A JSF,Planes,34,2004-10-14,1502.80,388.62,Julie Firrelli,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S10_4962,1962 LanciaA Delta 16V,Classic Cars,38,2004-10-13,4940.38,1010.42,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S12_4473,1957 Chevy Pickup,Trucks and Buses,38,2004-10-13,4097.92,1981.32,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S18_2238,1998 Chrysler Plymouth Prowler,Classic Cars,27,2004-10-13,3580.74,839.97,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S18_2319,1964 Mercedes Tour Bus,Trucks and Buses,36,2004-10-13,4241.52,1546.56,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S18_2432,1926 Ford Fire Engine,Trucks and Buses,41,2004-10-13,2416.95,1395.23,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S18_3232,1992 Ferrari 360 Spider red,Classic Cars,37,2004-10-13,5952.19,3069.89,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S18_4600,1940s Ford truck,Trucks and Buses,22,2004-10-13,2477.20,612.48,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S24_1444,1970 Dodge Coronet,Classic Cars,45,2004-10-13,2184.75,728.10,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S24_2300,1962 Volkswagen Microbus,Trucks and Buses,24,2004-10-13,2576.16,1104.00,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S24_2840,1958 Chevy Corvette Limited Edition,Classic Cars,48,2004-10-13,1476.48,712.80,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S24_4048,1992 Porsche Cayenne Turbo Silver,Classic Cars,36,2004-10-13,4258.08,1746.00,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S32_1268,1980’s GM Manhattan Express,Trucks and Buses,28,2004-10-13,2642.64,1132.60,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S32_2509,1954 Greyhound Scenicruiser,Trucks and Buses,40,2004-10-13,1948.00,908.80,Steve Patterson,USA
10305,286,Marta Hernandez,Martas Replicas Co.,USA,S50_1392,Diamond T620 Semi-Skirted Tanker,Trucks and Buses,42,2004-10-13,4618.32,1750.14,Steve Patterson,USA
10295,362,Juri Yoshido,Gifts4AllAges.com,USA,S10_4757,1972 Alfa Romeo GTA,Classic Cars,24,2004-09-10,3264.00,1207.68,Steve Patterson,USA
10295,362,Juri Yoshido,Gifts4AllAges.com,USA,S24_3151,1912 Ford Model T Delivery Wagon,Vintage Cars,46,2004-09-10,3867.68,1709.82,Steve Patterson,USA
10295,362,Juri Yoshido,Gifts4AllAges.com,USA,S700_1138,The Schooner Bluenose,Ships,26,2004-09-10,1612.00,728.00,Steve Patterson,USA
10295,362,Juri Yoshido,Gifts4AllAges.com,USA,S700_2610,The USS Constitution Ship,Ships,44,2004-09-10,3148.64,1653.96,Steve Patterson,USA
10295,362,Juri Yoshido,Gifts4AllAges.com,USA,S700_3505,The Titanic,Ships,34,2004-09-10,3167.44,1430.38,Steve Patterson,USA
10294,204,Miguel Barajas,Online Mini Collectables,USA,S700_3962,The Queen Mary,Ships,45,2004-09-10,4424.40,2011.05,Julie Firrelli,USA
10290,198,Leslie Taylor,Auto-Moto Classics Inc.,USA,S18_3320,1917 Maxwell Touring Car,Vintage Cars,26,2004-09-07,2089.36,593.32,Steve Patterson,USA
10290,198,Leslie Taylor,Auto-Moto Classics Inc.,USA,S24_4258,1936 Chrysler Airflow,Vintage Cars,45,2004-09-07,3769.20,1183.50,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S10_1678,1969 Harley Davidson Ultimate Chopper,Motorcycles,36,2004-08-27,3445.20,1688.04,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S10_2016,1996 Moto Guzzi 1100i,Motorcycles,47,2004-08-27,5198.67,1956.14,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S10_4698,2003 Harley-Davidson Eagle Drag Bike,Motorcycles,27,2004-08-27,4496.85,2039.31,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S12_2823,2002 Suzuki XREO,Motorcycles,49,2004-08-27,6420.96,3173.73,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S18_2625,1936 Harley Davidson El Knucklehead,Motorcycles,20,2004-08-27,1017.60,533.00,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S24_1578,1997 BMW R 1100 S,Motorcycles,34,2004-08-27,3103.86,1034.62,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S24_2000,1960 BSA Gold Star DBD34,Motorcycles,39,2004-08-27,2406.30,950.82,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S24_2360,1982 Ducati 900 Monster,Motorcycles,38,2004-08-27,2447.58,657.78,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S32_1374,1997 BMW F650 ST,Motorcycles,37,2004-08-27,3067.67,591.63,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S32_2206,1982 Ducati 996 R,Motorcycles,37,2004-08-27,1354.57,461.39,Steve Patterson,USA
10285,286,Marta Hernandez,Martas Replicas Co.,USA,S32_4485,1974 Ducati 350 Mk3 Desmo,Motorcycles,26,2004-08-27,2600.26,1140.88,Steve Patterson,USA
